record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,severity,is_legitimate_counterexample,cycle_position,cycle_length,step_gap_from_previous,scenario_step_window,scenario_total_amount,balance_usage_ratio,historical_pattern,cycle_pattern
L09_002928,41,TRANSFER,63750.33,CL000732_4,2318916.13,2255165.8,CL000732_1,2210897.4,2274647.73,0,0,L09_000732,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,6,209890.9,0.027491,NORMAL,A->B->C->D->A
L09_002929,490,TRANSFER,86260.14,CL000733_1,1400099.11,1313838.97,CL000733_2,2468922.79,2555182.93,0,0,L09_000733,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,342648.88,0.06161,NORMAL,A->B->C->D->A
L09_002930,493,TRANSFER,71325.7,CL000733_2,2555182.93,2483857.23,CL000733_3,2315881.58,2387207.28,0,0,L09_000733,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,5,342648.88,0.027914,NORMAL,A->B->C->D->A
L09_002931,494,TRANSFER,64333.25,CL000733_3,2387207.28,2322874.03,CL000733_4,1959413.83,2023747.08,0,0,L09_000733,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,5,342648.88,0.026949,NORMAL,A->B->C->D->A
L09_002932,495,TRANSFER,120729.79,CL000733_4,2023747.08,1903017.29,CL000733_1,1313838.97,1434568.76,0,0,L09_000733,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,5,342648.88,0.059657,NORMAL,A->B->C->D->A
L09_002933,206,TRANSFER,108104.61,CL000734_1,1657441.36,1549336.75,CL000734_2,1638979.54,1747084.15,0,0,L09_000734,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,4,261383.5,0.065224,NORMAL,A->B->C->D->A
L09_002934,207,TRANSFER,40379.9,CL000734_2,1747084.15,1706704.25,CL000734_3,2417579.44,2457959.34,0,0,L09_000734,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,4,261383.5,0.023113,NORMAL,A->B->C->D->A
L09_002935,209,TRANSFER,82409.87,CL000734_3,2457959.34,2375549.47,CL000734_4,1483922.45,1566332.32,0,0,L09_000734,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,4,261383.5,0.033528,NORMAL,A->B->C->D->A
L09_002936,210,TRANSFER,30489.12,CL000734_4,1566332.32,1535843.2,CL000734_1,1549336.75,1579825.87,0,0,L09_000734,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,4,261383.5,0.019465,NORMAL,A->B->C->D->A
L09_002937,723,TRANSFER,38467.31,CL000735_1,1475084.02,1436616.71,CL000735_2,2091448.91,2129916.22,0,0,L09_000735,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,198492.86,0.026078,NORMAL,A->B->C->D->A
L09_002938,725,TRANSFER,96505.79,CL000735_2,2129916.22,2033410.43,CL000735_3,2556449.32,2652955.11,0,0,L09_000735,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,198492.86,0.04531,NORMAL,A->B->C->D->A
L09_002939,727,TRANSFER,49714.72,CL000735_3,2652955.11,2603240.39,CL000735_4,1784575.52,1834290.24,0,0,L09_000735,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,6,198492.86,0.018739,NORMAL,A->B->C->D->A
L09_002940,729,TRANSFER,13805.04,CL000735_4,1834290.24,1820485.2,CL000735_1,1436616.71,1450421.75,0,0,L09_000735,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,6,198492.86,0.007526,NORMAL,A->B->C->D->A
L09_002941,229,TRANSFER,55332.93,CL000736_1,1848162.89,1792829.96,CL000736_2,2013787.36,2069120.29,0,0,L09_000736,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,266370.26,0.029939,NORMAL,A->B->C->D->A
L09_002942,231,TRANSFER,89084.84,CL000736_2,2069120.29,1980035.45,CL000736_3,1664373.9,1753458.74,0,0,L09_000736,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,266370.26,0.043054,NORMAL,A->B->C->D->A
L09_002943,232,TRANSFER,44925.25,CL000736_3,1753458.74,1708533.49,CL000736_4,1914240.78,1959166.03,0,0,L09_000736,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,6,266370.26,0.025621,NORMAL,A->B->C->D->A
L09_002944,235,TRANSFER,77027.24,CL000736_4,1959166.03,1882138.79,CL000736_1,1792829.96,1869857.2,0,0,L09_000736,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,6,266370.26,0.039316,NORMAL,A->B->C->D->A
L09_002945,506,TRANSFER,28914.52,CL000737_1,1597811.11,1568896.59,CL000737_2,1820298.98,1849213.5,0,0,L09_000737,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,273098.83,0.018096,NORMAL,A->B->C->D->A
L09_002946,508,TRANSFER,87135.77,CL000737_2,1849213.5,1762077.73,CL000737_3,2460380.5,2547516.27,0,0,L09_000737,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,273098.83,0.04712,NORMAL,A->B->C->D->A
L09_002947,511,TRANSFER,87064.11,CL000737_3,2547516.27,2460452.16,CL000737_4,1962600.01,2049664.12,0,0,L09_000737,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,273098.83,0.034176,NORMAL,A->B->C->D->A
L09_002948,512,TRANSFER,69984.43,CL000737_4,2049664.12,1979679.69,CL000737_1,1568896.59,1638881.02,0,0,L09_000737,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,6,273098.83,0.034144,NORMAL,A->B->C->D->A
L09_002949,581,TRANSFER,41460.56,CL000738_1,2011971.18,1970510.62,CL000738_2,1965207.63,2006668.19,0,0,L09_000738,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,497593.64,0.020607,NORMAL,A->B->C->D->A
L09_002950,584,TRANSFER,167537.78,CL000738_2,2006668.19,1839130.41,CL000738_3,1363418.88,1530956.66,0,0,L09_000738,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,6,497593.64,0.083491,NORMAL,A->B->C->D->A
L09_002951,586,TRANSFER,138112.45,CL000738_3,1530956.66,1392844.21,CL000738_4,1671336.57,1809449.02,0,0,L09_000738,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,6,497593.64,0.090213,NORMAL,A->B->C->D->A
L09_002952,587,TRANSFER,150482.85,CL000738_4,1809449.02,1658966.17,CL000738_1,1970510.62,2120993.47,0,0,L09_000738,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,6,497593.64,0.083165,NORMAL,A->B->C->D->A
L09_002953,53,TRANSFER,132074.53,CL000739_1,1514684.02,1382609.49,CL000739_2,1470446.21,1602520.74,0,0,L09_000739,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,8,435295.55,0.087196,NORMAL,A->B->C->D->A
L09_002954,56,TRANSFER,161812.17,CL000739_2,1602520.74,1440708.57,CL000739_3,2340557.68,2502369.85,0,0,L09_000739,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,8,435295.55,0.100974,NORMAL,A->B->C->D->A
L09_002955,59,TRANSFER,82390.31,CL000739_3,2502369.85,2419979.54,CL000739_4,1635385.48,1717775.79,0,0,L09_000739,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,8,435295.55,0.032925,NORMAL,A->B->C->D->A
L09_002956,61,TRANSFER,59018.54,CL000739_4,1717775.79,1658757.25,CL000739_1,1382609.49,1441628.03,0,0,L09_000739,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,8,435295.55,0.034358,NORMAL,A->B->C->D->A
L09_002957,554,TRANSFER,140625.86,CL000740_1,1557152.69,1416526.83,CL000740_2,2485982.74,2626608.6,0,0,L09_000740,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,3,309263.94,0.09031,NORMAL,A->B->C->D->A
L09_002958,555,TRANSFER,74206.86,CL000740_2,2626608.6,2552401.74,CL000740_3,2394022.63,2468229.49,0,0,L09_000740,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,3,309263.94,0.028252,NORMAL,A->B->C->D->A
L09_002959,556,TRANSFER,44556.53,CL000740_3,2468229.49,2423672.96,CL000740_4,2018404.05,2062960.58,0,0,L09_000740,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,3,309263.94,0.018052,NORMAL,A->B->C->D->A
L09_002960,557,TRANSFER,49874.69,CL000740_4,2062960.58,2013085.89,CL000740_1,1416526.83,1466401.52,0,0,L09_000740,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,3,309263.94,0.024176,NORMAL,A->B->C->D->A
L09_002961,200,TRANSFER,116451.8,CL000741_1,2170074.58,2053622.78,CL000741_2,2074537.49,2190989.29,0,0,L09_000741,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,3,307953.32,0.053663,NORMAL,A->B->C->D->A
L09_002962,201,TRANSFER,86875.99,CL000741_2,2190989.29,2104113.3,CL000741_3,2557122.67,2643998.66,0,0,L09_000741,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,3,307953.32,0.039651,NORMAL,A->B->C->D->A
L09_002963,202,TRANSFER,20146.78,CL000741_3,2643998.66,2623851.88,CL000741_4,2336259.1,2356405.88,0,0,L09_000741,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,3,307953.32,0.00762,NORMAL,A->B->C->D->A
L09_002964,203,TRANSFER,84478.75,CL000741_4,2356405.88,2271927.13,CL000741_1,2053622.78,2138101.53,0,0,L09_000741,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,3,307953.32,0.035851,NORMAL,A->B->C->D->A
L09_002965,328,TRANSFER,106329.91,CL000742_1,2387065.78,2280735.87,CL000742_2,1446910.17,1553240.08,0,0,L09_000742,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,8,388160.98,0.044544,NORMAL,A->B->C->D->A
L09_002966,331,TRANSFER,135148.6,CL000742_2,1553240.08,1418091.48,CL000742_3,1345297.78,1480446.38,0,0,L09_000742,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,8,388160.98,0.087011,NORMAL,A->B->C->D->A
L09_002967,333,TRANSFER,98666.74,CL000742_3,1480446.38,1381779.64,CL000742_4,1527941.8,1626608.54,0,0,L09_000742,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,8,388160.98,0.066647,NORMAL,A->B->C->D->A
L09_002968,336,TRANSFER,48015.73,CL000742_4,1626608.54,1578592.81,CL000742_1,2280735.87,2328751.6,0,0,L09_000742,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,8,388160.98,0.029519,NORMAL,A->B->C->D->A
L09_002969,283,TRANSFER,35524.07,CL000743_1,2090337.5,2054813.43,CL000743_2,1775376.62,1810900.69,0,0,L09_000743,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,293443.62,0.016994,NORMAL,A->B->C->D->A
L09_002970,286,TRANSFER,79484.47,CL000743_2,1810900.69,1731416.22,CL000743_3,2060545.69,2140030.16,0,0,L09_000743,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,5,293443.62,0.043892,NORMAL,A->B->C->D->A
L09_002971,287,TRANSFER,85438.87,CL000743_3,2140030.16,2054591.29,CL000743_4,2304393.98,2389832.85,0,0,L09_000743,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,5,293443.62,0.039924,NORMAL,A->B->C->D->A
L09_002972,288,TRANSFER,92996.21,CL000743_4,2389832.85,2296836.64,CL000743_1,2054813.43,2147809.64,0,0,L09_000743,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,5,293443.62,0.038913,NORMAL,A->B->C->D->A
L09_002973,84,TRANSFER,75880.44,CL000744_1,1681880.97,1606000.53,CL000744_2,1503743.03,1579623.47,0,0,L09_000744,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,421751.79,0.045116,NORMAL,A->B->C->D->A
L09_002974,87,TRANSFER,97338.6,CL000744_2,1579623.47,1482284.87,CL000744_3,1952512.44,2049851.04,0,0,L09_000744,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,421751.79,0.061621,NORMAL,A->B->C->D->A
L09_002975,90,TRANSFER,122180.37,CL000744_3,2049851.04,1927670.67,CL000744_4,1568581.53,1690761.9,0,0,L09_000744,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,7,421751.79,0.059605,NORMAL,A->B->C->D->A
L09_002976,91,TRANSFER,126352.38,CL000744_4,1690761.9,1564409.52,CL000744_1,1606000.53,1732352.91,0,0,L09_000744,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,7,421751.79,0.074731,NORMAL,A->B->C->D->A
L09_002977,117,TRANSFER,165012.22,CL000745_1,2389625.35,2224613.13,CL000745_2,1927611.44,2092623.66,0,0,L09_000745,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,359404.09,0.069054,NORMAL,A->B->C->D->A
L09_002978,120,TRANSFER,87496.26,CL000745_2,2092623.66,2005127.4,CL000745_3,1687817.59,1775313.85,0,0,L09_000745,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,359404.09,0.041812,NORMAL,A->B->C->D->A
L09_002979,121,TRANSFER,51929.99,CL000745_3,1775313.85,1723383.86,CL000745_4,1452336.64,1504266.63,0,0,L09_000745,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,7,359404.09,0.029251,NORMAL,A->B->C->D->A
L09_002980,124,TRANSFER,54965.62,CL000745_4,1504266.63,1449301.01,CL000745_1,2224613.13,2279578.75,0,0,L09_000745,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,359404.09,0.03654,NORMAL,A->B->C->D->A
L09_002981,136,TRANSFER,130601.4,CL000746_1,2323022.19,2192420.79,CL000746_2,2353290.01,2483891.41,0,0,L09_000746,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,352704.97,0.05622,NORMAL,A->B->C->D->A
L09_002982,139,TRANSFER,32522.8,CL000746_2,2483891.41,2451368.61,CL000746_3,2344353.56,2376876.36,0,0,L09_000746,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,5,352704.97,0.013093,NORMAL,A->B->C->D->A
L09_002983,140,TRANSFER,113132.72,CL000746_3,2376876.36,2263743.64,CL000746_4,1530583.18,1643715.9,0,0,L09_000746,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,5,352704.97,0.047597,NORMAL,A->B->C->D->A
L09_002984,141,TRANSFER,76448.05,CL000746_4,1643715.9,1567267.85,CL000746_1,2192420.79,2268868.84,0,0,L09_000746,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,5,352704.97,0.046509,NORMAL,A->B->C->D->A
L09_002985,732,TRANSFER,98129.84,CL000747_1,2245968.56,2147838.72,CL000747_2,1921677.1,2019806.94,0,0,L09_000747,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,297561.86,0.043692,NORMAL,A->B->C->D->A
L09_002986,735,TRANSFER,132660.59,CL000747_2,2019806.94,1887146.35,CL000747_3,1688377.13,1821037.72,0,0,L09_000747,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,297561.86,0.06568,NORMAL,A->B->C->D->A
L09_002987,736,TRANSFER,48730.39,CL000747_3,1821037.72,1772307.33,CL000747_4,2081065.28,2129795.67,0,0,L09_000747,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,7,297561.86,0.02676,NORMAL,A->B->C->D->A
L09_002988,739,TRANSFER,18041.04,CL000747_4,2129795.67,2111754.63,CL000747_1,2147838.72,2165879.76,0,0,L09_000747,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,297561.86,0.008471,NORMAL,A->B->C->D->A
L09_002989,12,TRANSFER,26506.78,CL000748_1,1293303.56,1266796.78,CL000748_2,2037438.69,2063945.47,0,0,L09_000748,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,210438.96,0.020495,NORMAL,A->B->C->D->A
L09_002990,13,TRANSFER,45680.16,CL000748_2,2063945.47,2018265.31,CL000748_3,1466788.97,1512469.13,0,0,L09_000748,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,6,210438.96,0.022132,NORMAL,A->B->C->D->A
L09_002991,16,TRANSFER,99450.04,CL000748_3,1512469.13,1413019.09,CL000748_4,2432263.52,2531713.56,0,0,L09_000748,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,210438.96,0.065753,NORMAL,A->B->C->D->A
L09_002992,18,TRANSFER,38801.98,CL000748_4,2531713.56,2492911.58,CL000748_1,1266796.78,1305598.76,0,0,L09_000748,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,6,210438.96,0.015326,NORMAL,A->B->C->D->A
L09_002993,755,TRANSFER,63114.57,CL000749_1,1328017.96,1264903.39,CL000749_2,2513265.65,2576380.22,0,0,L09_000749,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,301401.31,0.047525,NORMAL,A->B->C->D->A
L09_002994,758,TRANSFER,15547.73,CL000749_2,2576380.22,2560832.49,CL000749_3,1534931.13,1550478.86,0,0,L09_000749,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,6,301401.31,0.006035,NORMAL,A->B->C->D->A
L09_002995,760,TRANSFER,127353.6,CL000749_3,1550478.86,1423125.26,CL000749_4,1910016.19,2037369.79,0,0,L09_000749,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,6,301401.31,0.082138,NORMAL,A->B->C->D->A
L09_002996,761,TRANSFER,95385.41,CL000749_4,2037369.79,1941984.38,CL000749_1,1264903.39,1360288.8,0,0,L09_000749,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,6,301401.31,0.046818,NORMAL,A->B->C->D->A
L09_002997,82,TRANSFER,161637.85,CL000750_1,1785831.77,1624193.92,CL000750_2,1510121.25,1671759.1,0,0,L09_000750,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,341343.52,0.090511,NORMAL,A->B->C->D->A
L09_002998,84,TRANSFER,95697.7,CL000750_2,1671759.1,1576061.4,CL000750_3,1967020.6,2062718.3,0,0,L09_000750,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,7,341343.52,0.057244,NORMAL,A->B->C->D->A
L09_002999,86,TRANSFER,59537.27,CL000750_3,2062718.3,2003181.03,CL000750_4,2445135.13,2504672.4,0,0,L09_000750,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,7,341343.52,0.028864,NORMAL,A->B->C->D->A
L09_003000,89,TRANSFER,24470.7,CL000750_4,2504672.4,2480201.7,CL000750_1,1624193.92,1648664.62,0,0,L09_000750,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,7,341343.52,0.00977,NORMAL,A->B->C->D->A
L09_003001,368,TRANSFER,144683.57,CL000751_1,1489108.1,1344424.53,CL000751_2,1411537.77,1556221.34,0,0,L09_000751,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,8,465965.26,0.097161,NORMAL,A->B->C->D->A
L09_003002,371,TRANSFER,101600.44,CL000751_2,1556221.34,1454620.9,CL000751_3,1773283.86,1874884.3,0,0,L09_000751,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,8,465965.26,0.065287,NORMAL,A->B->C->D->A
L09_003003,374,TRANSFER,131763.82,CL000751_3,1874884.3,1743120.48,CL000751_4,2338268.72,2470032.54,0,0,L09_000751,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,8,465965.26,0.070278,NORMAL,A->B->C->D->A
L09_003004,376,TRANSFER,87917.43,CL000751_4,2470032.54,2382115.11,CL000751_1,1344424.53,1432341.96,0,0,L09_000751,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,8,465965.26,0.035594,NORMAL,A->B->C->D->A
L09_003005,570,TRANSFER,134366.4,CL000752_1,2126959.69,1992593.29,CL000752_2,2066411.06,2200777.46,0,0,L09_000752,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,5,397641.35,0.063173,NORMAL,A->B->C->D->A
L09_003006,571,TRANSFER,95087.39,CL000752_2,2200777.46,2105690.07,CL000752_3,1653773.76,1748861.15,0,0,L09_000752,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,1,5,397641.35,0.043206,NORMAL,A->B->C->D->A
L09_003007,573,TRANSFER,123583.45,CL000752_3,1748861.15,1625277.7,CL000752_4,1298607.1,1422190.55,0,0,L09_000752,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,2,5,397641.35,0.070665,NORMAL,A->B->C->D->A
L09_003008,575,TRANSFER,44604.11,CL000752_4,1422190.55,1377586.44,CL000752_1,1992593.29,2037197.4,0,0,L09_000752,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,2,5,397641.35,0.031363,NORMAL,A->B->C->D->A
L09_003009,766,TRANSFER,69490.95,CL000753_1,1793008.75,1723517.8,CL000753_2,1535643.68,1605134.63,0,0,L09_000753,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,334959.31,0.038757,NORMAL,A->B->C->D->A
L09_003010,769,TRANSFER,105290.6,CL000753_2,1605134.63,1499844.03,CL000753_3,2504180.13,2609470.73,0,0,L09_000753,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,334959.31,0.065596,NORMAL,A->B->C->D->A
L09_003011,772,TRANSFER,69537.87,CL000753_3,2609470.73,2539932.86,CL000753_4,2450456.34,2519994.21,0,0,L09_000753,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,7,334959.31,0.026648,NORMAL,A->B->C->D->A
L09_003012,773,TRANSFER,90639.89,CL000753_4,2519994.21,2429354.32,CL000753_1,1723517.8,1814157.69,0,0,L09_000753,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,7,334959.31,0.035968,NORMAL,A->B->C->D->A
L09_003013,81,TRANSFER,45413.88,CL000754_1,2425018.42,2379604.54,CL000754_2,2473615.47,2519029.35,0,0,L09_000754,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,298839.23,0.018727,NORMAL,A->B->C->D->A
L09_003014,83,TRANSFER,72873.24,CL000754_2,2519029.35,2446156.11,CL000754_3,1654559.52,1727432.76,0,0,L09_000754,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,298839.23,0.028929,NORMAL,A->B->C->D->A
L09_003015,84,TRANSFER,148857.65,CL000754_3,1727432.76,1578575.11,CL000754_4,1849129.21,1997986.86,0,0,L09_000754,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,6,298839.23,0.086173,NORMAL,A->B->C->D->A
L09_003016,87,TRANSFER,31694.46,CL000754_4,1997986.86,1966292.4,CL000754_1,2379604.54,2411299.0,0,0,L09_000754,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,3,6,298839.23,0.015863,NORMAL,A->B->C->D->A
L09_003017,150,TRANSFER,81858.57,CL000755_1,2451331.57,2369473.0,CL000755_2,2285733.25,2367591.82,0,0,L09_000755,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,7,336728.04,0.033394,NORMAL,A->B->C->D->A
L09_003018,153,TRANSFER,99725.25,CL000755_2,2367591.82,2267866.57,CL000755_3,1361283.25,1461008.5,0,0,L09_000755,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,3,7,336728.04,0.042121,NORMAL,A->B->C->D->A
L09_003019,156,TRANSFER,73804.35,CL000755_3,1461008.5,1387204.15,CL000755_4,1711878.22,1785682.57,0,0,L09_000755,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,7,336728.04,0.050516,NORMAL,A->B->C->D->A
L09_003020,157,TRANSFER,81339.87,CL000755_4,1785682.57,1704342.7,CL000755_1,2369473.0,2450812.87,0,0,L09_000755,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,7,336728.04,0.045551,NORMAL,A->B->C->D->A
L09_003021,178,TRANSFER,101456.32,CL000756_1,1311821.93,1210365.61,CL000756_2,2228191.7,2329648.02,0,0,L09_000756,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,385885.61,0.07734,NORMAL,A->B->C->D->A
L09_003022,180,TRANSFER,88632.34,CL000756_2,2329648.02,2241015.68,CL000756_3,2269032.35,2357664.69,0,0,L09_000756,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,385885.61,0.038045,NORMAL,A->B->C->D->A
L09_003023,183,TRANSFER,93094.89,CL000756_3,2357664.69,2264569.8,CL000756_4,1416354.41,1509449.3,0,0,L09_000756,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,3,6,385885.61,0.039486,NORMAL,A->B->C->D->A
L09_003024,184,TRANSFER,102702.06,CL000756_4,1509449.3,1406747.24,CL000756_1,1210365.61,1313067.67,0,0,L09_000756,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,6,385885.61,0.068039,NORMAL,A->B->C->D->A
L09_003025,183,TRANSFER,59028.38,CL000757_1,1861708.59,1802680.21,CL000757_2,2162829.29,2221857.67,0,0,L09_000757,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,4,276758.67,0.031707,NORMAL,A->B->C->D->A
L09_003026,185,TRANSFER,39552.77,CL000757_2,2221857.67,2182304.9,CL000757_3,1983842.9,2023395.67,0,0,L09_000757,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,4,276758.67,0.017802,NORMAL,A->B->C->D->A
L09_003027,186,TRANSFER,79187.75,CL000757_3,2023395.67,1944207.92,CL000757_4,1401022.61,1480210.36,0,0,L09_000757,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,4,276758.67,0.039136,NORMAL,A->B->C->D->A
L09_003028,187,TRANSFER,98989.77,CL000757_4,1480210.36,1381220.59,CL000757_1,1802680.21,1901669.98,0,0,L09_000757,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,4,4,1,4,276758.67,0.066875,NORMAL,A->B->C->D->A
L09_003029,515,TRANSFER,46856.44,CL000758_1,2556120.19,2509263.75,CL000758_2,2033543.14,2080399.58,0,0,L09_000758,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,1,4,0,6,147412.22,0.018331,NORMAL,A->B->C->D->A
L09_003030,517,TRANSFER,17156.26,CL000758_2,2080399.58,2063243.32,CL000758_3,1322083.01,1339239.27,0,0,L09_000758,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,2,4,2,6,147412.22,0.008247,NORMAL,A->B->C->D->A
L09_003031,518,TRANSFER,39089.16,CL000758_3,1339239.27,1300150.11,CL000758_4,1600440.34,1639529.5,0,0,L09_000758,LEGITIMATE_CIRCULAR_TRANSACTION,NONE,1,3,4,1,6,147412.22,0.029188,NORMAL,A->B->C->D->A
