account_id,paysim_id,is_sender,is_receiver
A221487,M1666682452,0,1
A221488,M1666762574,0,1
A221489,M1666874731,0,1
A221490,M1666986039,0,1
A221491,M166699139,0,1
A221492,M1667199030,0,1
A221493,M1667334574,0,1
A221494,M1667371421,0,1
A221495,M1667386157,0,1
A221496,M1667402328,0,1
A221497,M1667447116,0,1
A221498,M1667538321,0,1
A221499,M1667631515,0,1
A221500,M1667650808,0,1
A221501,M1667775764,0,1
A221502,M1667910117,0,1
A221503,M1667930051,0,1
A221504,M1667961323,0,1
A221505,M1667972156,0,1
A221506,M16680557,0,1
A221507,M1668134384,0,1
A221508,M1668135053,0,1
A221509,M166814588,0,1
A221510,M1668155081,0,1
A221511,M1668252303,0,1
A221512,M1668274207,0,1
A221513,M1668393790,0,1
A221514,M1668421284,0,1
A221515,M1668546483,0,1
A221516,M1668597961,0,1
A221517,M1668747142,0,1
A221518,M1668796237,0,1
A221519,M1668847343,0,1
A221520,M166889247,0,1
A221521,M1669205056,0,1
A221522,M1669258156,0,1
A221523,M1669421758,0,1
A221524,M1669443068,0,1
A221525,M1669483232,0,1
A221526,M1669506980,0,1
A221527,M1669548635,0,1
A221528,M1669586324,0,1
A221529,M1669671534,0,1
A221530,M1669686596,0,1
A221531,M1669706422,0,1
A221532,M1669721169,0,1
A221533,M1669733275,0,1
A221534,M1669761242,0,1
A221535,M166978439,0,1
A221536,M1669789132,0,1
A221537,M1669822503,0,1
A221538,M1669892609,0,1
A221539,M1669892800,0,1
A221540,M1669915076,0,1
A221541,M1669996438,0,1
A221542,M1670013517,0,1
A221543,M167002657,0,1
A221544,M1670117671,0,1
A221545,M1670191659,0,1
A221546,M1670240456,0,1
A221547,M1670303657,0,1
A221548,M1670373247,0,1
A221549,M1670401877,0,1
A221550,M1670419012,0,1
A221551,M1670475370,0,1
A221552,M1670487441,0,1
A221553,M1670494484,0,1
A221554,M1670560765,0,1
A221555,M1670598826,0,1
A221556,M1670700235,0,1
A221557,M1670776651,0,1
A221558,M1670797013,0,1
A221559,M1670972443,0,1
A221560,M1671022249,0,1
A221561,M1671077446,0,1
A221562,M1671077606,0,1
A221563,M1671141262,0,1
A221564,M1671179749,0,1
A221565,M1671188829,0,1
A221566,M1671194939,0,1
A221567,M1671214481,0,1
A221568,M1671262552,0,1
A221569,M167129347,0,1
A221570,M1671328370,0,1
A221571,M1671379205,0,1
A221572,M1671423316,0,1
A221573,M1671438684,0,1
A221574,M1671464926,0,1
A221575,M1671669943,0,1
A221576,M1671725749,0,1
A221577,M1671746735,0,1
A221578,M1671751318,0,1
A221579,M1671803798,0,1
A221580,M1671877735,0,1
A221581,M1671907614,0,1
A221582,M1671935643,0,1
A221583,M1671979499,0,1
A221584,M1672210546,0,1
A221585,M1672270763,0,1
A221586,M167238830,0,1
A221587,M167239708,0,1
A221588,M1672419789,0,1
A221589,M1672594558,0,1
A221590,M1672613371,0,1
A221591,M1672632156,0,1
A221592,M1672683960,0,1
A221593,M1672695748,0,1
A221594,M1672727112,0,1
A221595,M1672810522,0,1
A221596,M1673046648,0,1
A221597,M1673210281,0,1
A221598,M1673291522,0,1
A221599,M16733127,0,1
A221600,M1673376385,0,1
A221601,M167340134,0,1
A221602,M1673417152,0,1
A221603,M1673489159,0,1
A221604,M1673500787,0,1
A221605,M1673544431,0,1
A221606,M1673586332,0,1
A221607,M1673612999,0,1
A221608,M1673622668,0,1
A221609,M1673665593,0,1
A221610,M1673709703,0,1
A221611,M1673928049,0,1
A221612,M1673963322,0,1
A221613,M167401183,0,1
A221614,M1674407380,0,1
A221615,M1674410314,0,1
A221616,M1674449272,0,1
A221617,M1674470224,0,1
A221618,M167477577,0,1
A221619,M1674795095,0,1
A221620,M1674795127,0,1
A221621,M1674797287,0,1
A221622,M1674819436,0,1
A221623,M1674943212,0,1
A221624,M1675292953,0,1
A221625,M1675411337,0,1
A221626,M1675454716,0,1
A221627,M167547733,0,1
A221628,M1675588382,0,1
A221629,M1675675460,0,1
A221630,M1675835799,0,1
A221631,M1675890860,0,1
A221632,M1675907772,0,1
A221633,M1675923467,0,1
A221634,M16759324,0,1
A221635,M1675932767,0,1
A221636,M1675932817,0,1
A221637,M1675944362,0,1
A221638,M1675957684,0,1
A221639,M1675960092,0,1
A221640,M1675961806,0,1
A221641,M1675989957,0,1
A221642,M1676018398,0,1
A221643,M1676022630,0,1
A221644,M1676084297,0,1
A221645,M1676274896,0,1
A221646,M1676345535,0,1
A221647,M1676422523,0,1
A221648,M1676448363,0,1
A221649,M1676523769,0,1
A221650,M1676687473,0,1
A221651,M1676850876,0,1
A221652,M1676966982,0,1
A221653,M1676984789,0,1
A221654,M1677094036,0,1
A221655,M1677103692,0,1
A221656,M1677183987,0,1
A221657,M1677211628,0,1
A221658,M1677354374,0,1
A221659,M1677462312,0,1
A221660,M1677474904,0,1
A221661,M1677555960,0,1
A221662,M1677589120,0,1
A221663,M1677696479,0,1
A221664,M1677740970,0,1
A221665,M1677848003,0,1
A221666,M1677871291,0,1
A221667,M1677891457,0,1
A221668,M1677919835,0,1
A221669,M1678120377,0,1
A221670,M1678154825,0,1
A221671,M1678156930,0,1
A221672,M1678162460,0,1
A221673,M1678174985,0,1
A221674,M1678198771,0,1
A221675,M1678263383,0,1
A221676,M1678279227,0,1
A221677,M1678386402,0,1
A221678,M1678412144,0,1
A221679,M1678498697,0,1
A221680,M1678577025,0,1
A221681,M1678609205,0,1
A221682,M1678640044,0,1
A221683,M1678928088,0,1
A221684,M1678953967,0,1
A221685,M1678973007,0,1
A221686,M1678992190,0,1
A221687,M1678997708,0,1
A221688,M1679153303,0,1
A221689,M1679178566,0,1
A221690,M1679189356,0,1
A221691,M1679282606,0,1
A221692,M167939809,0,1
A221693,M16795144,0,1
A221694,M1679520149,0,1
A221695,M1679522326,0,1
A221696,M1679776417,0,1
A221697,M1679838019,0,1
A221698,M1679923274,0,1
A221699,M167997103,0,1
A221700,M1679980152,0,1
A221701,M1680032445,0,1
A221702,M1680060811,0,1
A221703,M1680129463,0,1
A221704,M1680145051,0,1
A221705,M1680196261,0,1
A221706,M1680198242,0,1
A221707,M1680198879,0,1
A221708,M1680212505,0,1
A221709,M1680213186,0,1
A221710,M1680253944,0,1
A221711,M1680346075,0,1
A221712,M1680474160,0,1
A221713,M1680481194,0,1
A221714,M1680665809,0,1
A221715,M1680698904,0,1
A221716,M168071666,0,1
A221717,M168074853,0,1
A221718,M1680763608,0,1
A221719,M1680832199,0,1
A221720,M1680971116,0,1
A221721,M16810337,0,1
A221722,M1681034811,0,1
A221723,M1681290293,0,1
A221724,M1681374190,0,1
A221725,M1681433,0,1
A221726,M1681463006,0,1
A221727,M1681534576,0,1
A221728,M1681609500,0,1
A221729,M1681746337,0,1
A221730,M1681821322,0,1
A221731,M1681875343,0,1
A221732,M168195696,0,1
A221733,M1681966779,0,1
A221734,M1682027395,0,1
A221735,M1682043129,0,1
A221736,M1682089572,0,1
A221737,M1682129618,0,1
A221738,M168216424,0,1
A221739,M1682209372,0,1
A221740,M1682238235,0,1
A221741,M1682246314,0,1
A221742,M168227266,0,1
A221743,M1682305178,0,1
A221744,M1682324401,0,1
A221745,M1682536383,0,1
A221746,M1682540627,0,1
A221747,M1682551030,0,1
A221748,M168260372,0,1
A221749,M1682668158,0,1
A221750,M1682748991,0,1
A221751,M1682755917,0,1
A221752,M1682774234,0,1
A221753,M1682784728,0,1
A221754,M1682868824,0,1
A221755,M1682901087,0,1
A221756,M1682935233,0,1
A221757,M168294986,0,1
A221758,M1682977703,0,1
A221759,M1683023790,0,1
A221760,M1683064307,0,1
A221761,M1683068544,0,1
A221762,M1683070994,0,1
A221763,M1683125791,0,1
A221764,M1683136900,0,1
A221765,M1683157213,0,1
A221766,M1683415922,0,1
A221767,M1683588636,0,1
A221768,M1683673299,0,1
A221769,M1683736380,0,1
A221770,M1683758904,0,1
A221771,M1683777908,0,1
A221772,M168380590,0,1
A221773,M1684009709,0,1
A221774,M1684132630,0,1
A221775,M1684165260,0,1
A221776,M1684220071,0,1
A221777,M168422903,0,1
A221778,M1684477988,0,1
A221779,M1684485920,0,1
A221780,M1684558607,0,1
A221781,M168458487,0,1
A221782,M1684695310,0,1
A221783,M1684731454,0,1
A221784,M1684836608,0,1
A221785,M1684858661,0,1
A221786,M1684866792,0,1
A221787,M1684869061,0,1
A221788,M1684871590,0,1
A221789,M1684963048,0,1
A221790,M1684978846,0,1
A221791,M1685014444,0,1
A221792,M1685015426,0,1
A221793,M1685020166,0,1
A221794,M168502401,0,1
A221795,M1685044247,0,1
A221796,M1685122376,0,1
A221797,M1685185793,0,1
A221798,M1685261245,0,1
A221799,M1685261719,0,1
A221800,M1685290162,0,1
A221801,M1685292583,0,1
A221802,M1685363998,0,1
A221803,M1685384588,0,1
A221804,M1685435826,0,1
A221805,M1685494770,0,1
A221806,M1685540402,0,1
A221807,M1685540490,0,1
A221808,M1685715252,0,1
A221809,M168573108,0,1
A221810,M1685746586,0,1
A221811,M1685800277,0,1
A221812,M1685908488,0,1
A221813,M1685915328,0,1
A221814,M1685993552,0,1
A221815,M1685997206,0,1
A221816,M1686024525,0,1
A221817,M1686031998,0,1
A221818,M1686050023,0,1
A221819,M1686164712,0,1
A221820,M1686200203,0,1
A221821,M1686262470,0,1
A221822,M168628437,0,1
A221823,M1686419179,0,1
A221824,M1686523559,0,1
A221825,M168658720,0,1
A221826,M1686598374,0,1
A221827,M1686607648,0,1
A221828,M168668784,0,1
A221829,M1686702040,0,1
A221830,M1686716527,0,1
A221831,M1686767273,0,1
A221832,M1686916245,0,1
A221833,M1686934619,0,1
A221834,M1686940362,0,1
A221835,M1686942367,0,1
A221836,M1687039420,0,1
A221837,M168704706,0,1
A221838,M1687048550,0,1
A221839,M1687121583,0,1
A221840,M1687132238,0,1
A221841,M1687152974,0,1
A221842,M1687287202,0,1
A221843,M1687301553,0,1
A221844,M168743821,0,1
A221845,M1687676522,0,1
A221846,M1687735945,0,1
A221847,M1687787232,0,1
A221848,M1687951991,0,1
A221849,M1687996750,0,1
A221850,M168803168,0,1
A221851,M1688068441,0,1
A221852,M1688091856,0,1
A221853,M1688272517,0,1
A221854,M1688324866,0,1
A221855,M1688336925,0,1
A221856,M1688340502,0,1
A221857,M1688378608,0,1
A221858,M168842789,0,1
A221859,M1688484139,0,1
A221860,M1688491638,0,1
A221861,M1688499124,0,1
A221862,M1688536209,0,1
A221863,M1688557174,0,1
A221864,M1688574016,0,1
A221865,M1688681382,0,1
A221866,M1688682742,0,1
A221867,M1688683972,0,1
A221868,M1688694293,0,1
A221869,M1688784721,0,1
A221870,M1688786632,0,1
A221871,M1688807500,0,1
A221872,M1688872484,0,1
A221873,M1688886630,0,1
A221874,M1688909358,0,1
A221875,M1688947513,0,1
A221876,M1688953434,0,1
A221877,M1689025602,0,1
A221878,M1689037919,0,1
A221879,M1689102159,0,1
A221880,M1689104452,0,1
A221881,M1689163131,0,1
A221882,M1689211777,0,1
A221883,M1689229547,0,1
A221884,M1689344061,0,1
A221885,M1689347380,0,1
A221886,M1689355911,0,1
A221887,M1689366117,0,1
A221888,M1689405494,0,1
A221889,M1689439750,0,1
A221890,M1689444315,0,1
A221891,M1689461377,0,1
A221892,M1689535784,0,1
A221893,M1689569187,0,1
A221894,M1689625471,0,1
A221895,M1689632138,0,1
A221896,M168969654,0,1
A221897,M1689822238,0,1
A221898,M168983534,0,1
A221899,M1689855234,0,1
A221900,M1689920510,0,1
A221901,M1689973367,0,1
A221902,M1690018758,0,1
A221903,M1690093037,0,1
A221904,M1690266888,0,1
A221905,M1690279069,0,1
A221906,M1690396774,0,1
A221907,M1690416147,0,1
A221908,M1690438519,0,1
A221909,M1690457072,0,1
A221910,M1690775295,0,1
A221911,M1690920785,0,1
A221912,M1690970473,0,1
A221913,M1691017405,0,1
A221914,M1691021159,0,1
A221915,M1691055801,0,1
A221916,M1691164159,0,1
A221917,M1691349790,0,1
A221918,M1691398867,0,1
A221919,M1691430349,0,1
A221920,M1691431680,0,1
A221921,M1691565179,0,1
A221922,M1691572975,0,1
A221923,M1691638945,0,1
A221924,M1691673730,0,1
A221925,M1691685475,0,1
A221926,M1691760784,0,1
A221927,M1691869221,0,1
A221928,M1691955719,0,1
A221929,M1692005507,0,1
A221930,M1692062126,0,1
A221931,M1692134693,0,1
A221932,M1692148368,0,1
A221933,M1692155011,0,1
A221934,M169222090,0,1
A221935,M1692489237,0,1
A221936,M1692530015,0,1
A221937,M1692544695,0,1
A221938,M1692546105,0,1
A221939,M1692582721,0,1
A221940,M1692637618,0,1
A221941,M1692650490,0,1
A221942,M1692807052,0,1
A221943,M1692814020,0,1
A221944,M1692814533,0,1
A221945,M1693158043,0,1
A221946,M1693187450,0,1
A221947,M1693212979,0,1
A221948,M1693328989,0,1
A221949,M1693383789,0,1
A221950,M1693466917,0,1
A221951,M169351950,0,1
A221952,M1693546003,0,1
A221953,M1693557441,0,1
A221954,M1693615299,0,1
A221955,M169361952,0,1
A221956,M1693788481,0,1
A221957,M1693853174,0,1
A221958,M1693902909,0,1
A221959,M1693937204,0,1
A221960,M1693940459,0,1
A221961,M1693995280,0,1
A221962,M1693998050,0,1
A221963,M1694031446,0,1
A221964,M1694073087,0,1
A221965,M1694155947,0,1
A221966,M1694195179,0,1
A221967,M1694208231,0,1
A221968,M1694218860,0,1
A221969,M1694258785,0,1
A221970,M1694262480,0,1
A221971,M1694306803,0,1
A221972,M1694401843,0,1
A221973,M1694487991,0,1
A221974,M1694553816,0,1
A221975,M1694567025,0,1
A221976,M16946273,0,1
A221977,M1694676715,0,1
A221978,M169486770,0,1
A221979,M1694883620,0,1
A221980,M1694924781,0,1
A221981,M1695037894,0,1
A221982,M1695053165,0,1
A221983,M169526992,0,1
A221984,M1695550851,0,1
A221985,M1695664444,0,1
A221986,M1695774403,0,1
A221987,M1695777530,0,1
A221988,M1695834579,0,1
A221989,M169586607,0,1
A221990,M1695970559,0,1
A221991,M1696014561,0,1
A221992,M1696102415,0,1
A221993,M1696231732,0,1
A221994,M169628860,0,1
A221995,M169632033,0,1
A221996,M1696385903,0,1
A221997,M1696780942,0,1
A221998,M1696809405,0,1
A221999,M1696836321,0,1
A222000,M1696846004,0,1
A222001,M1696897146,0,1
A222002,M169691822,0,1
A222003,M1696930946,0,1
A222004,M1697038470,0,1
A222005,M1697128965,0,1
A222006,M1697230705,0,1
A222007,M169723893,0,1
A222008,M1697318205,0,1
A222009,M1697449423,0,1
A222010,M169747901,0,1
A222011,M1697491931,0,1
A222012,M1697518588,0,1
A222013,M1697535011,0,1
A222014,M169759478,0,1
A222015,M1697608465,0,1
A222016,M1697612146,0,1
A222017,M1697713032,0,1
A222018,M169773104,0,1
A222019,M1697839087,0,1
A222020,M1697851121,0,1
A222021,M1697886505,0,1
A222022,M1697927666,0,1
A222023,M1697938064,0,1
A222024,M1697939186,0,1
A222025,M1698001402,0,1
A222026,M1698012292,0,1
A222027,M1698032979,0,1
A222028,M1698122156,0,1
A222029,M1698169299,0,1
A222030,M1698218983,0,1
A222031,M1698234015,0,1
A222032,M1698323704,0,1
A222033,M1698326549,0,1
A222034,M1698436499,0,1
A222035,M1698531645,0,1
A222036,M1698601981,0,1
A222037,M169866480,0,1
A222038,M1698700898,0,1
A222039,M1698777731,0,1
A222040,M1698783399,0,1
A222041,M169881151,0,1
A222042,M1698843521,0,1
A222043,M1698936805,0,1
A222044,M1699012523,0,1
A222045,M1699095026,0,1
A222046,M1699143376,0,1
A222047,M169919961,0,1
A222048,M1699309750,0,1
A222049,M1699323423,0,1
A222050,M169935178,0,1
A222051,M1699391039,0,1
A222052,M1699402922,0,1
A222053,M1699424145,0,1
A222054,M169962148,0,1
A222055,M169964684,0,1
A222056,M1699807415,0,1
A222057,M1699826895,0,1
A222058,M169992419,0,1
A222059,M1699941114,0,1
A222060,M1699997802,0,1
A222061,M1700012177,0,1
A222062,M1700096287,0,1
A222063,M1700118882,0,1
A222064,M1700151545,0,1
A222065,M1700154885,0,1
A222066,M1700184082,0,1
A222067,M1700204345,0,1
A222068,M1700224564,0,1
A222069,M1700228584,0,1
A222070,M1700356154,0,1
A222071,M1700463196,0,1
A222072,M1700549373,0,1
A222073,M1700673807,0,1
A222074,M1700745482,0,1
A222075,M1700756234,0,1
A222076,M1700872380,0,1
A222077,M1700882235,0,1
A222078,M1700886981,0,1
A222079,M1701018141,0,1
A222080,M1701030341,0,1
A222081,M1701032847,0,1
A222082,M1701070658,0,1
A222083,M1701072131,0,1
A222084,M1701133212,0,1
A222085,M1701189386,0,1
A222086,M1701291584,0,1
A222087,M1701340975,0,1
A222088,M1701363293,0,1
A222089,M1701561920,0,1
A222090,M1701567430,0,1
A222091,M1701715964,0,1
A222092,M1701719855,0,1
A222093,M1701746294,0,1
A222094,M1701778033,0,1
A222095,M1701779105,0,1
A222096,M1701867625,0,1
A222097,M1701951527,0,1
A222098,M1701959511,0,1
A222099,M170200870,0,1
A222100,M1702012009,0,1
A222101,M1702014016,0,1
A222102,M170206273,0,1
A222103,M1702083525,0,1
A222104,M170209591,0,1
A222105,M1702098954,0,1
A222106,M1702106083,0,1
A222107,M1702110449,0,1
A222108,M1702131894,0,1
A222109,M1702189300,0,1
A222110,M1702217113,0,1
A222111,M1702237497,0,1
A222112,M1702343184,0,1
A222113,M1702357376,0,1
A222114,M1702463980,0,1
A222115,M1702588993,0,1
A222116,M1702645349,0,1
A222117,M1702801873,0,1
A222118,M1702898058,0,1
A222119,M1702930028,0,1
A222120,M1702932677,0,1
A222121,M1702936185,0,1
A222122,M1703017462,0,1
A222123,M1703085208,0,1
A222124,M1703338997,0,1
A222125,M1703655440,0,1
A222126,M1703859895,0,1
A222127,M1703890209,0,1
A222128,M1703925204,0,1
A222129,M1703935855,0,1
A222130,M1704079879,0,1
A222131,M1704086841,0,1
A222132,M1704171507,0,1
A222133,M1704179407,0,1
A222134,M1704312130,0,1
A222135,M1704496658,0,1
A222136,M1704537683,0,1
A222137,M1704555538,0,1
A222138,M1704608349,0,1
A222139,M170473070,0,1
A222140,M1704745629,0,1
A222141,M1704830589,0,1
A222142,M1704898886,0,1
A222143,M1704900983,0,1
A222144,M170491158,0,1
A222145,M1704955336,0,1
A222146,M1704994644,0,1
A222147,M1705186567,0,1
A222148,M1705201506,0,1
A222149,M1705252044,0,1
A222150,M1705291942,0,1
A222151,M1705322596,0,1
A222152,M1705329276,0,1
A222153,M1705340989,0,1
A222154,M1705383922,0,1
A222155,M1705646249,0,1
A222156,M1705673744,0,1
A222157,M1705771271,0,1
A222158,M1705823456,0,1
A222159,M1706042533,0,1
A222160,M1706126778,0,1
A222161,M1706321556,0,1
A222162,M1706341851,0,1
A222163,M170651319,0,1
A222164,M1706671491,0,1
A222165,M1706684626,0,1
A222166,M1707108799,0,1
A222167,M1707215753,0,1
A222168,M1707222868,0,1
A222169,M1707345204,0,1
A222170,M1707379309,0,1
A222171,M1707400235,0,1
A222172,M1707513344,0,1
A222173,M170759634,0,1
A222174,M1707628936,0,1
A222175,M1707681389,0,1
A222176,M1707685290,0,1
A222177,M1707788993,0,1
A222178,M1707795905,0,1
A222179,M1707800513,0,1
A222180,M1707964816,0,1
A222181,M1707988267,0,1
A222182,M1708099323,0,1
A222183,M1708103304,0,1
A222184,M1708322357,0,1
A222185,M1708440412,0,1
A222186,M1708460104,0,1
A222187,M1708509088,0,1
A222188,M1708565226,0,1
A222189,M1708625664,0,1
A222190,M1708712060,0,1
A222191,M170897007,0,1
A222192,M1708977975,0,1
A222193,M1708989965,0,1
A222194,M1709109356,0,1
A222195,M1709110520,0,1
A222196,M1709115054,0,1
A222197,M1709160901,0,1
A222198,M170916855,0,1
A222199,M1709170208,0,1
A222200,M1709232355,0,1
A222201,M1709291002,0,1
A222202,M1709313510,0,1
A222203,M1709351050,0,1
A222204,M170940215,0,1
A222205,M1709411533,0,1
A222206,M1709489065,0,1
A222207,M1709593472,0,1
A222208,M1709659236,0,1
A222209,M1709668780,0,1
A222210,M1709675945,0,1
A222211,M1709805346,0,1
A222212,M1709843827,0,1
A222213,M1709945165,0,1
A222214,M1709972310,0,1
A222215,M1710177389,0,1
A222216,M1710195961,0,1
A222217,M1710220734,0,1
A222218,M1710272504,0,1
A222219,M1710324233,0,1
A222220,M1710482223,0,1
A222221,M1710505384,0,1
A222222,M1710512038,0,1
A222223,M1710527154,0,1
A222224,M171054354,0,1
A222225,M1710555762,0,1
A222226,M1710564374,0,1
A222227,M1710591362,0,1
A222228,M1710660450,0,1
A222229,M1710669546,0,1
A222230,M1710694123,0,1
A222231,M1710766280,0,1
A222232,M1710808570,0,1
A222233,M1710862345,0,1
A222234,M171098518,0,1
A222235,M1711002628,0,1
A222236,M1711082904,0,1
A222237,M1711117632,0,1
A222238,M1711271278,0,1
A222239,M1711303514,0,1
A222240,M1711307207,0,1
A222241,M1711341971,0,1
A222242,M1711353618,0,1
A222243,M171139279,0,1
A222244,M1711511118,0,1
A222245,M1711563885,0,1
A222246,M1711720703,0,1
A222247,M1711749016,0,1
A222248,M1711836139,0,1
A222249,M1711867095,0,1
A222250,M1711897540,0,1
A222251,M1711909271,0,1
A222252,M1712076246,0,1
A222253,M1712182545,0,1
A222254,M171222196,0,1
A222255,M1712511478,0,1
A222256,M1712545061,0,1
A222257,M1712684965,0,1
A222258,M1712735660,0,1
A222259,M1712860723,0,1
A222260,M1712907826,0,1
A222261,M1712947402,0,1
A222262,M1712967303,0,1
A222263,M1713140482,0,1
A222264,M1713215225,0,1
A222265,M1713325085,0,1
A222266,M1713383909,0,1
A222267,M1713468348,0,1
A222268,M1713500870,0,1
A222269,M1713516106,0,1
A222270,M1713563925,0,1
A222271,M1713629840,0,1
A222272,M1713650920,0,1
A222273,M1713721255,0,1
A222274,M1713728398,0,1
A222275,M1713741263,0,1
A222276,M1713779644,0,1
A222277,M1713785508,0,1
A222278,M1713849185,0,1
A222279,M1713884969,0,1
A222280,M1713906459,0,1
A222281,M1713941740,0,1
A222282,M1714055357,0,1
A222283,M1714099269,0,1
A222284,M1714128423,0,1
A222285,M1714204215,0,1
A222286,M1714311327,0,1
A222287,M1714360037,0,1
A222288,M1714436350,0,1
A222289,M1714515335,0,1
A222290,M1714528635,0,1
A222291,M1714537914,0,1
A222292,M1714538006,0,1
A222293,M1714544126,0,1
A222294,M1714617922,0,1
A222295,M1714654873,0,1
A222296,M1714745873,0,1
A222297,M1715020822,0,1
A222298,M1715054456,0,1
A222299,M1715072706,0,1
A222300,M1715102050,0,1
A222301,M1715170493,0,1
A222302,M1715325977,0,1
A222303,M1715350387,0,1
A222304,M1715478532,0,1
A222305,M1715564083,0,1
A222306,M1715664093,0,1
A222307,M1715679725,0,1
A222308,M1715714309,0,1
A222309,M1715779666,0,1
A222310,M171578698,0,1
A222311,M1715789935,0,1
A222312,M1715802617,0,1
A222313,M1715883291,0,1
A222314,M1715964365,0,1
A222315,M1716130863,0,1
A222316,M1716185889,0,1
A222317,M1716218946,0,1
A222318,M1716330994,0,1
A222319,M1716391507,0,1
A222320,M1716710387,0,1
A222321,M1716793978,0,1
A222322,M1716816401,0,1
A222323,M1717133152,0,1
A222324,M1717137652,0,1
A222325,M1717159562,0,1
A222326,M1717298206,0,1
A222327,M1717316693,0,1
A222328,M171742493,0,1
A222329,M1717745102,0,1
A222330,M1717885566,0,1
A222331,M1717891835,0,1
A222332,M1717920465,0,1
A222333,M1718052153,0,1
A222334,M1718100058,0,1
A222335,M1718109984,0,1
A222336,M1718230149,0,1
A222337,M1718270398,0,1
A222338,M1718322084,0,1
A222339,M1718451713,0,1
A222340,M1718456614,0,1
A222341,M1718521493,0,1
A222342,M1718544722,0,1
A222343,M1718646373,0,1
A222344,M1718664275,0,1
A222345,M1718711470,0,1
A222346,M1718833084,0,1
A222347,M1718841324,0,1
A222348,M1718880391,0,1
A222349,M1718902335,0,1
A222350,M1718933332,0,1
A222351,M1719092334,0,1
A222352,M1719136971,0,1
A222353,M1719150049,0,1
A222354,M1719164355,0,1
A222355,M1719211025,0,1
A222356,M1719266750,0,1
A222357,M1719412728,0,1
A222358,M1719558406,0,1
A222359,M1719597430,0,1
A222360,M1719613524,0,1
A222361,M1719782469,0,1
A222362,M1719783247,0,1
A222363,M1719822622,0,1
A222364,M171990700,0,1
A222365,M1719949928,0,1
A222366,M1719959597,0,1
A222367,M1720070597,0,1
A222368,M1720208588,0,1
A222369,M1720325009,0,1
A222370,M1720361713,0,1
A222371,M1720386940,0,1
A222372,M1720400629,0,1
A222373,M1720447558,0,1
A222374,M1720548723,0,1
A222375,M1720674087,0,1
A222376,M1720816361,0,1
A222377,M1720890975,0,1
A222378,M1721033587,0,1
A222379,M1721205253,0,1
A222380,M1721217169,0,1
A222381,M1721276456,0,1
A222382,M1721321617,0,1
A222383,M1721437610,0,1
A222384,M1721438833,0,1
A222385,M1721441691,0,1
A222386,M1721570745,0,1
A222387,M1721655367,0,1
A222388,M1721766315,0,1
A222389,M1722028456,0,1
A222390,M1722121810,0,1
A222391,M1722136345,0,1
A222392,M1722169317,0,1
A222393,M1722308847,0,1
A222394,M1722309261,0,1
A222395,M1722338271,0,1
A222396,M172234300,0,1
A222397,M1722347085,0,1
A222398,M1722353336,0,1
A222399,M1722406775,0,1
A222400,M1722432200,0,1
A222401,M172247255,0,1
A222402,M1722544819,0,1
A222403,M1722606273,0,1
A222404,M1722710150,0,1
A222405,M1722834088,0,1
A222406,M1722866337,0,1
A222407,M1722883616,0,1
A222408,M172295159,0,1
A222409,M1723113852,0,1
A222410,M1723125352,0,1
A222411,M1723127307,0,1
A222412,M1723153022,0,1
A222413,M1723193844,0,1
A222414,M1723290893,0,1
A222415,M1723350136,0,1
A222416,M1723447018,0,1
A222417,M1723476552,0,1
A222418,M1723477737,0,1
A222419,M1723505327,0,1
A222420,M1723526632,0,1
A222421,M1723600234,0,1
A222422,M1723799396,0,1
A222423,M1723858356,0,1
A222424,M1723884032,0,1
A222425,M17240064,0,1
A222426,M1724155211,0,1
A222427,M1724173128,0,1
A222428,M1724217775,0,1
A222429,M1724218869,0,1
A222430,M1724315897,0,1
A222431,M1724395784,0,1
A222432,M1724409518,0,1
A222433,M17244393,0,1
A222434,M1724578427,0,1
A222435,M1724589407,0,1
A222436,M1724679001,0,1
A222437,M1724800039,0,1
A222438,M1724804401,0,1
A222439,M1724895316,0,1
A222440,M1724980342,0,1
A222441,M1725098439,0,1
A222442,M1725215301,0,1
A222443,M1725283013,0,1
A222444,M1725326258,0,1
A222445,M172532874,0,1
A222446,M1725330886,0,1
A222447,M1725354916,0,1
A222448,M1725381339,0,1
A222449,M1725384219,0,1
A222450,M1725387033,0,1
A222451,M172543717,0,1
A222452,M1725682910,0,1
A222453,M1725703062,0,1
A222454,M1725724806,0,1
A222455,M1725816642,0,1
A222456,M1725836653,0,1
A222457,M1725906773,0,1
A222458,M1726047221,0,1
A222459,M1726075517,0,1
A222460,M1726108553,0,1
A222461,M1726125797,0,1
A222462,M1726197793,0,1
A222463,M1726247247,0,1
A222464,M1726247578,0,1
A222465,M1726322602,0,1
A222466,M1726326643,0,1
A222467,M1726329367,0,1
A222468,M1726456738,0,1
A222469,M1726511411,0,1
A222470,M1726572886,0,1
A222471,M1726680128,0,1
A222472,M1726704564,0,1
A222473,M1726781490,0,1
A222474,M172687520,0,1
A222475,M1726937501,0,1
A222476,M1726939266,0,1
A222477,M1726962883,0,1
A222478,M1727075888,0,1
A222479,M1727121556,0,1
A222480,M1727182587,0,1
A222481,M1727205703,0,1
A222482,M1727320869,0,1
A222483,M1727351445,0,1
A222484,M1727370540,0,1
A222485,M1727541818,0,1
A222486,M1727569647,0,1
A222487,M172763920,0,1
A222488,M1727780619,0,1
A222489,M1727822118,0,1
A222490,M1727856392,0,1
