record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,is_legitimate_counterexample,previous_activity_step,dormant_gap,transaction_position,transaction_count_in_scenario,post_reactivation_pattern,balance_usage_ratio
L04_003743,379,TRANSFER,120748.52,C1386703948,804990.15,684241.63,C_LEGIT_939462969,141786.49,262535.01,0,0,L04_00757,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,179,126,3,5,NORMAL,0.15
L04_003744,404,PAYMENT,102636.24,C1386703948,684241.63,581605.39,C_LEGIT_349100534,0.0,0.0,0,0,L04_00757,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,179,126,4,5,NORMAL,0.15
L04_003745,419,TRANSFER,87240.81,C1386703948,581605.39,494364.58,C_LEGIT_907930054,88664.37,175905.18,0,0,L04_00757,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,179,126,5,5,NORMAL,0.15
L04_003746,291,TRANSFER,115249.24,C372277267,1288404.79,1173155.55,C_LEGIT_861480136,153343.37,268592.61,0,0,L04_00758,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,157,134,1,5,NORMAL,0.0895
L04_003747,309,PAYMENT,175973.33,C372277267,1173155.55,997182.22,C_LEGIT_638954480,0.0,0.0,0,0,L04_00758,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,157,134,2,5,NORMAL,0.15
L04_003748,333,PAYMENT,72699.39,C372277267,997182.22,924482.83,C_LEGIT_356687578,0.0,0.0,0,0,L04_00758,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,157,134,3,5,NORMAL,0.0729
L04_003749,358,TRANSFER,138672.42,C372277267,924482.83,785810.41,C_LEGIT_373740595,74035.65,212708.07,0,0,L04_00758,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,157,134,4,5,NORMAL,0.15
L04_003750,405,TRANSFER,117871.56,C372277267,785810.41,667938.85,C_LEGIT_783276322,84622.09,202493.65,0,0,L04_00758,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,157,134,5,5,NORMAL,0.15
L04_003751,241,PAYMENT,118550.94,C128523500,1502874.5,1384323.56,C_LEGIT_876600983,0.0,0.0,0,0,L04_00759,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,184,57,1,5,NORMAL,0.0789
L04_003752,282,TRANSFER,202043.54,C128523500,1384323.56,1182280.02,C_LEGIT_350144486,165944.94,367988.48,0,0,L04_00759,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,184,57,2,5,NORMAL,0.146
L04_003753,332,TRANSFER,152181.92,C128523500,1182280.02,1030098.1,C_LEGIT_981890271,162311.27,314493.19,0,0,L04_00759,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,184,57,3,5,NORMAL,0.1287
L04_003754,370,TRANSFER,125746.39,C128523500,1030098.1,904351.71,C_LEGIT_333017069,200233.15,325979.54,0,0,L04_00759,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,184,57,4,5,NORMAL,0.1221
L04_003755,412,CASH_OUT,135652.76,C128523500,904351.71,768698.95,C_LEGIT_951809540,0.0,0.0,0,0,L04_00759,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,184,57,5,5,NORMAL,0.15
L04_003756,305,PAYMENT,100634.01,C692286145,1439062.73,1338428.72,C_LEGIT_990951099,0.0,0.0,0,0,L04_00760,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,254,51,1,5,NORMAL,0.0699
L04_003757,346,TRANSFER,37373.03,C692286145,1338428.72,1301055.69,C_LEGIT_604112599,21868.54,59241.57,0,0,L04_00760,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,254,51,2,5,NORMAL,0.0279
L04_003758,361,PAYMENT,195158.35,C692286145,1301055.69,1105897.34,C_LEGIT_925896756,0.0,0.0,0,0,L04_00760,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,254,51,3,5,NORMAL,0.15
L04_003759,402,PAYMENT,49015.88,C692286145,1105897.34,1056881.46,C_LEGIT_402959861,0.0,0.0,0,0,L04_00760,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,254,51,4,5,NORMAL,0.0443
L04_003760,436,TRANSFER,27752.56,C692286145,1056881.46,1029128.9,C_LEGIT_639820531,54681.02,82433.58,0,0,L04_00760,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,254,51,5,5,NORMAL,0.0263
L04_003761,498,TRANSFER,45695.72,C1344286493,986379.97,940684.25,C_LEGIT_481197329,59672.87,105368.59,0,0,L04_00761,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,374,124,1,5,NORMAL,0.0463
L04_003762,516,TRANSFER,108797.56,C1344286493,940684.25,831886.69,C_LEGIT_426881207,133725.49,242523.05,0,0,L04_00761,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,374,124,2,5,NORMAL,0.1157
L04_003763,550,TRANSFER,124783.0,C1344286493,831886.69,707103.69,C_LEGIT_857980149,101475.04,226258.04,0,0,L04_00761,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,374,124,3,5,NORMAL,0.15
L04_003764,576,TRANSFER,103030.81,C1344286493,707103.69,604072.88,C_LEGIT_551955484,113287.41,216318.22,0,0,L04_00761,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,374,124,4,5,NORMAL,0.1457
L04_003765,594,TRANSFER,90610.93,C1344286493,604072.88,513461.95,C_LEGIT_595156616,56826.26,147437.19,0,0,L04_00761,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,374,124,5,5,NORMAL,0.15
L04_003766,114,TRANSFER,189697.7,C1800244761,1264651.31,1074953.61,C_LEGIT_600869458,184889.36,374587.06,0,0,L04_00762,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,14,100,1,5,NORMAL,0.15
L04_003767,142,PAYMENT,125481.25,C1800244761,1074953.61,949472.36,C_LEGIT_170218631,0.0,0.0,0,0,L04_00762,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,14,100,2,5,NORMAL,0.1167
L04_003768,168,TRANSFER,85529.9,C1800244761,949472.36,863942.46,C_LEGIT_365186121,148411.66,233941.56,0,0,L04_00762,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,14,100,3,5,NORMAL,0.0901
L04_003769,193,PAYMENT,129591.37,C1800244761,863942.46,734351.09,C_LEGIT_851869622,0.0,0.0,0,0,L04_00762,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,14,100,4,5,NORMAL,0.15
L04_003770,239,TRANSFER,47607.47,C1800244761,734351.09,686743.62,C_LEGIT_478943697,66269.26,113876.73,0,0,L04_00762,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,14,100,5,5,NORMAL,0.0648
L04_003771,410,PAYMENT,173855.56,C770276041,1159037.05,985181.49,C_LEGIT_280147303,0.0,0.0,0,0,L04_00763,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,310,100,1,5,NORMAL,0.15
L04_003772,425,PAYMENT,30162.33,C770276041,985181.49,955019.16,C_LEGIT_575963769,0.0,0.0,0,0,L04_00763,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,310,100,2,5,NORMAL,0.0306
L04_003773,447,TRANSFER,113699.77,C770276041,955019.16,841319.39,C_LEGIT_926172881,150150.52,263850.29,0,0,L04_00763,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,310,100,3,5,NORMAL,0.1191
L04_003774,474,TRANSFER,36449.4,C770276041,841319.39,804869.99,C_LEGIT_544017301,35341.28,71790.68,0,0,L04_00763,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,310,100,4,5,NORMAL,0.0433
L04_003775,517,PAYMENT,120730.5,C770276041,804869.99,684139.49,C_LEGIT_931470612,0.0,0.0,0,0,L04_00763,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,310,100,5,5,NORMAL,0.15
L04_003776,245,TRANSFER,30279.32,C1263815807,1274447.35,1244168.03,C_LEGIT_496523643,19123.12,49402.44,0,0,L04_00764,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,181,64,1,5,NORMAL,0.0238
L04_003777,267,CASH_OUT,22050.16,C1263815807,1244168.03,1222117.87,C_LEGIT_583744108,0.0,0.0,0,0,L04_00764,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,181,64,2,5,NORMAL,0.0177
L04_003778,315,TRANSFER,62625.63,C1263815807,1222117.87,1159492.24,C_LEGIT_535741508,41994.73,104620.36,0,0,L04_00764,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,181,64,3,5,NORMAL,0.0512
L04_003779,331,PAYMENT,151429.58,C1263815807,1159492.24,1008062.66,C_LEGIT_128439642,0.0,0.0,0,0,L04_00764,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,181,64,4,5,NORMAL,0.1306
L04_003780,353,CASH_OUT,151209.4,C1263815807,1008062.66,856853.26,C_LEGIT_399620401,0.0,0.0,0,0,L04_00764,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,181,64,5,5,NORMAL,0.15
L04_003781,494,PAYMENT,133848.3,C1752553998,892322.01,758473.71,C_LEGIT_719409718,0.0,0.0,0,0,L04_00765,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,115,1,5,NORMAL,0.15
L04_003782,540,TRANSFER,113771.06,C1752553998,758473.71,644702.65,C_LEGIT_744369169,67570.78,181341.84,0,0,L04_00765,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,115,2,5,NORMAL,0.15
L04_003783,565,CASH_OUT,96705.4,C1752553998,644702.65,547997.25,C_LEGIT_868036082,0.0,0.0,0,0,L04_00765,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,115,3,5,NORMAL,0.15
L04_003784,611,PAYMENT,27759.43,C1752553998,547997.25,520237.82,C_LEGIT_148341059,0.0,0.0,0,0,L04_00765,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,115,4,5,NORMAL,0.0507
L04_003785,655,PAYMENT,78035.67,C1752553998,520237.82,442202.15,C_LEGIT_208547057,0.0,0.0,0,0,L04_00765,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,115,5,5,NORMAL,0.15
L04_003786,240,PAYMENT,125929.69,C1183089592,839531.29,713601.6,C_LEGIT_187977840,0.0,0.0,0,0,L04_00766,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,189,51,1,5,NORMAL,0.15
L04_003787,282,TRANSFER,100492.6,C1183089592,713601.6,613109.0,C_LEGIT_316242804,138274.87,238767.47,0,0,L04_00766,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,189,51,2,5,NORMAL,0.1408
L04_003788,323,CASH_OUT,69664.4,C1183089592,613109.0,543444.6,C_LEGIT_841004264,0.0,0.0,0,0,L04_00766,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,189,51,3,5,NORMAL,0.1136
L04_003789,357,TRANSFER,65986.5,C1183089592,543444.6,477458.1,C_LEGIT_348455113,58051.3,124037.8,0,0,L04_00766,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,189,51,4,5,NORMAL,0.1214
L04_003790,378,TRANSFER,71618.71,C1183089592,477458.1,405839.39,C_LEGIT_754160647,140868.66,212487.37,0,0,L04_00766,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,189,51,5,5,NORMAL,0.15
L04_003791,446,TRANSFER,109053.38,C544846902,1007043.5,897990.12,C_LEGIT_829290988,217726.16,326779.54,0,0,L04_00767,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,323,123,1,5,NORMAL,0.1083
L04_003792,469,CASH_OUT,92647.89,C544846902,897990.12,805342.23,C_LEGIT_964887904,0.0,0.0,0,0,L04_00767,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,323,123,2,5,NORMAL,0.1032
L04_003793,507,TRANSFER,120801.34,C544846902,805342.23,684540.89,C_LEGIT_781549335,72129.7,192931.04,0,0,L04_00767,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,323,123,3,5,NORMAL,0.15
L04_003794,531,TRANSFER,44324.58,C544846902,684540.89,640216.31,C_LEGIT_458604971,25317.84,69642.42,0,0,L04_00767,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,323,123,4,5,NORMAL,0.0648
L04_003795,552,TRANSFER,73370.82,C544846902,640216.31,566845.49,C_LEGIT_997099928,116826.3,190197.12,0,0,L04_00767,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,323,123,5,5,NORMAL,0.1146
L04_003796,482,TRANSFER,39421.76,C1370324165,1153135.08,1113713.32,C_LEGIT_638152399,36052.58,75474.34,0,0,L04_00768,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,103,1,5,NORMAL,0.0342
L04_003797,527,PAYMENT,79054.31,C1370324165,1113713.32,1034659.01,C_LEGIT_829409790,0.0,0.0,0,0,L04_00768,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,103,2,5,NORMAL,0.071
L04_003798,559,TRANSFER,155198.85,C1370324165,1034659.01,879460.16,C_LEGIT_263107602,160734.28,315933.13,0,0,L04_00768,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,103,3,5,NORMAL,0.15
L04_003799,601,PAYMENT,131919.02,C1370324165,879460.16,747541.14,C_LEGIT_639850904,0.0,0.0,0,0,L04_00768,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,103,4,5,NORMAL,0.15
L04_003800,623,CASH_OUT,112131.17,C1370324165,747541.14,635409.97,C_LEGIT_143956928,0.0,0.0,0,0,L04_00768,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,379,103,5,5,NORMAL,0.15
L04_003801,341,PAYMENT,120572.88,C524308262,803819.23,683246.35,C_LEGIT_295684682,0.0,0.0,0,0,L04_00769,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,281,60,1,5,NORMAL,0.15
L04_003802,356,CASH_OUT,63395.03,C524308262,683246.35,619851.32,C_LEGIT_289816559,0.0,0.0,0,0,L04_00769,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,281,60,2,5,NORMAL,0.0928
L04_003803,382,TRANSFER,83159.09,C524308262,619851.32,536692.23,C_LEGIT_262983666,70139.5,153298.59,0,0,L04_00769,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,281,60,3,5,NORMAL,0.1342
L04_003804,427,CASH_OUT,80503.83,C524308262,536692.23,456188.4,C_LEGIT_871396417,0.0,0.0,0,0,L04_00769,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,281,60,4,5,NORMAL,0.15
L04_003805,460,TRANSFER,68428.26,C524308262,456188.4,387760.14,C_LEGIT_670685136,68374.03,136802.29,0,0,L04_00769,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,281,60,5,5,NORMAL,0.15
L04_003806,390,TRANSFER,78632.48,C530011640,703527.08,624894.6,C_LEGIT_621824704,74697.44,153329.92,0,0,L04_00770,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,306,84,1,5,NORMAL,0.1118
L04_003807,425,PAYMENT,93734.19,C530011640,624894.6,531160.41,C_LEGIT_237902050,0.0,0.0,0,0,L04_00770,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,306,84,2,5,NORMAL,0.15
L04_003808,465,PAYMENT,79674.06,C530011640,531160.41,451486.35,C_LEGIT_605119401,0.0,0.0,0,0,L04_00770,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,306,84,3,5,NORMAL,0.15
L04_003809,484,TRANSFER,67722.95,C530011640,451486.35,383763.4,C_LEGIT_528672852,79386.72,147109.67,0,0,L04_00770,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,306,84,4,5,NORMAL,0.15
L04_003810,514,TRANSFER,57564.51,C530011640,383763.4,326198.89,C_LEGIT_972526989,105473.0,163037.51,0,0,L04_00770,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,306,84,5,5,NORMAL,0.15
L04_003811,289,CASH_OUT,79355.63,C778315567,1163896.36,1084540.73,C_LEGIT_633674809,0.0,0.0,0,0,L04_00771,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,156,133,1,5,NORMAL,0.0682
L04_003812,314,PAYMENT,138635.32,C778315567,1084540.73,945905.41,C_LEGIT_933096211,0.0,0.0,0,0,L04_00771,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,156,133,2,5,NORMAL,0.1278
L04_003813,335,TRANSFER,141885.81,C778315567,945905.41,804019.6,C_LEGIT_295029212,213414.73,355300.54,0,0,L04_00771,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,156,133,3,5,NORMAL,0.15
L04_003814,356,CASH_OUT,75356.52,C778315567,804019.6,728663.08,C_LEGIT_982822010,0.0,0.0,0,0,L04_00771,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,156,133,4,5,NORMAL,0.0937
L04_003815,398,TRANSFER,109299.46,C778315567,728663.08,619363.62,C_LEGIT_517981406,109477.3,218776.76,0,0,L04_00771,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,156,133,5,5,NORMAL,0.15
L04_003816,471,PAYMENT,105442.66,C1944718277,803857.45,698414.79,C_LEGIT_544032254,0.0,0.0,0,0,L04_00772,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,332,139,1,5,NORMAL,0.1312
L04_003817,499,PAYMENT,104762.22,C1944718277,698414.79,593652.57,C_LEGIT_358007898,0.0,0.0,0,0,L04_00772,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,332,139,2,5,NORMAL,0.15
L04_003818,519,PAYMENT,69018.02,C1944718277,593652.57,524634.55,C_LEGIT_371363717,0.0,0.0,0,0,L04_00772,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,332,139,3,5,NORMAL,0.1163
L04_003819,567,PAYMENT,78695.18,C1944718277,524634.55,445939.37,C_LEGIT_777371439,0.0,0.0,0,0,L04_00772,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,332,139,4,5,NORMAL,0.15
L04_003820,607,CASH_OUT,66890.91,C1944718277,445939.37,379048.46,C_LEGIT_747241624,0.0,0.0,0,0,L04_00772,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,332,139,5,5,NORMAL,0.15
L04_003821,277,TRANSFER,146922.25,C1651321755,1136593.07,989670.82,C_LEGIT_885733806,137200.35,284122.6,0,0,L04_00773,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,207,70,1,5,NORMAL,0.1293
L04_003822,311,TRANSFER,129760.93,C1651321755,989670.82,859909.89,C_LEGIT_345693504,116273.78,246034.71,0,0,L04_00773,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,207,70,2,5,NORMAL,0.1311
L04_003823,335,TRANSFER,119956.99,C1651321755,859909.89,739952.9,C_LEGIT_456315646,170667.41,290624.4,0,0,L04_00773,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,207,70,3,5,NORMAL,0.1395
L04_003824,355,PAYMENT,97600.51,C1651321755,739952.9,642352.39,C_LEGIT_985264857,0.0,0.0,0,0,L04_00773,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,207,70,4,5,NORMAL,0.1319
L04_003825,371,PAYMENT,96352.86,C1651321755,642352.39,545999.53,C_LEGIT_144492162,0.0,0.0,0,0,L04_00773,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,207,70,5,5,NORMAL,0.15
L04_003826,82,CASH_OUT,148869.31,C65189588,992462.06,843592.75,C_LEGIT_430616587,0.0,0.0,0,0,L04_00774,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,9,73,1,5,NORMAL,0.15
L04_003827,126,PAYMENT,11307.51,C65189588,843592.75,832285.24,C_LEGIT_424519680,0.0,0.0,0,0,L04_00774,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,9,73,2,5,NORMAL,0.0134
L04_003828,159,TRANSFER,124842.79,C65189588,832285.24,707442.45,C_LEGIT_493833096,136932.02,261774.81,0,0,L04_00774,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,9,73,3,5,NORMAL,0.15
L04_003829,199,CASH_OUT,106116.37,C65189588,707442.45,601326.08,C_LEGIT_826268239,0.0,0.0,0,0,L04_00774,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,9,73,4,5,NORMAL,0.15
L04_003830,232,PAYMENT,47315.91,C65189588,601326.08,554010.17,C_LEGIT_340680300,0.0,0.0,0,0,L04_00774,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,9,73,5,5,NORMAL,0.0787
L04_003831,114,TRANSFER,19858.68,C1102785823,1131080.16,1111221.48,C_LEGIT_716964568,24017.81,43876.49,0,0,L04_00775,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,36,78,1,5,NORMAL,0.0176
L04_003832,152,TRANSFER,116519.9,C1102785823,1111221.48,994701.58,C_LEGIT_504569645,126591.64,243111.54,0,0,L04_00775,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,36,78,2,5,NORMAL,0.1049
L04_003833,170,TRANSFER,143465.13,C1102785823,994701.58,851236.45,C_LEGIT_734301945,138294.89,281760.02,0,0,L04_00775,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,36,78,3,5,NORMAL,0.1442
L04_003834,187,CASH_OUT,127685.47,C1102785823,851236.45,723550.98,C_LEGIT_688464200,0.0,0.0,0,0,L04_00775,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,36,78,4,5,NORMAL,0.15
L04_003835,204,TRANSFER,56020.33,C1102785823,723550.98,667530.65,C_LEGIT_152912340,51140.23,107160.56,0,0,L04_00775,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,36,78,5,5,NORMAL,0.0774
L04_003836,469,TRANSFER,105437.49,C2103301864,1460338.58,1354901.09,C_LEGIT_429843160,136932.54,242370.03,0,0,L04_00776,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,404,65,1,5,NORMAL,0.0722
L04_003837,507,PAYMENT,203235.16,C2103301864,1354901.09,1151665.93,C_LEGIT_257661374,0.0,0.0,0,0,L04_00776,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,404,65,2,5,NORMAL,0.15
L04_003838,548,TRANSFER,71420.18,C2103301864,1151665.93,1080245.75,C_LEGIT_293023553,101515.39,172935.57,0,0,L04_00776,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,404,65,3,5,NORMAL,0.062
L04_003839,577,TRANSFER,162036.86,C2103301864,1080245.75,918208.89,C_LEGIT_643912862,256934.71,418971.57,0,0,L04_00776,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,404,65,4,5,NORMAL,0.15
L04_003840,594,TRANSFER,129303.82,C2103301864,918208.89,788905.07,C_LEGIT_463875273,210079.89,339383.71,0,0,L04_00776,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,404,65,5,5,NORMAL,0.1408
L04_003841,370,TRANSFER,95953.46,C436057759,938071.63,842118.17,C_LEGIT_108254799,128712.13,224665.59,0,0,L04_00777,LEGITIMATE_DORMANT_REACTIVATION,Dormant account resumed normal activity without suspicious transaction intensity,NONE,1,300,70,1,5,NORMAL,0.1023
